,Date,Crime type,County,Amount
9656,2016Q2,Crimes affecting personal safety,Laois,289
9657,2016Q2,Crimes affecting personal safety,Leitrim,166
9658,2016Q2,Crimes affecting personal safety,Limerick,830
9659,2016Q2,Crimes affecting personal safety,Longford,137
9660,2016Q2,Crimes affecting personal safety,Louth,586
9661,2016Q2,Crimes affecting personal safety,Mayo,325
9662,2016Q2,Crimes affecting personal safety,Meath,504
9663,2016Q2,Crimes affecting personal safety,Monaghan,298
9664,2016Q2,Crimes affecting personal safety,Offaly,289
9665,2016Q2,Crimes affecting personal safety,Roscommon,137
9666,2016Q2,Crimes affecting personal safety,Sligo,166
9667,2016Q2,Crimes affecting personal safety,Tipperary,498
9668,2016Q2,Crimes affecting personal safety,Waterford,477
9669,2016Q2,Crimes affecting personal safety,Westmeath,349
9670,2016Q2,Crimes affecting personal safety,Wexford,506
9671,2016Q2,Crimes affecting personal safety,Wicklow,426
9672,2016Q2,Drug offences,Carlow,181
9673,2016Q2,Drug offences,Cavan,60
9674,2016Q2,Drug offences,Clare,175
9675,2016Q2,Drug offences,Cork,793
9676,2016Q2,Drug offences,Donegal,198
9677,2016Q2,Drug offences,Dublin,2916
9678,2016Q2,Drug offences,Galway,210
9679,2016Q2,Drug offences,Kerry,258
9680,2016Q2,Drug offences,Kildare,204
9681,2016Q2,Drug offences,Kilkenny,181
9682,2016Q2,Drug offences,Laois,90
9683,2016Q2,Drug offences,Leitrim,47
9684,2016Q2,Drug offences,Limerick,390
9685,2016Q2,Drug offences,Longford,54
9686,2016Q2,Drug offences,Louth,167
9687,2016Q2,Drug offences,Mayo,60
9688,2016Q2,Drug offences,Meath,108
9689,2016Q2,Drug offences,Monaghan,60
9690,2016Q2,Drug offences,Offaly,90
9691,2016Q2,Drug offences,Roscommon,54
9692,2016Q2,Drug offences,Sligo,47
9693,2016Q2,Drug offences,Tipperary,266
9694,2016Q2,Drug offences,Waterford,162
9695,2016Q2,Drug offences,Westmeath,996
9696,2016Q2,Drug offences,Wexford,202
9697,2016Q2,Drug offences,Wicklow,252
9698,2016Q2,Environmental offences,Carlow,58
9699,2016Q2,Environmental offences,Cavan,68
9700,2016Q2,Environmental offences,Clare,94
9701,2016Q2,Environmental offences,Cork,538
9702,2016Q2,Environmental offences,Donegal,148
9703,2016Q2,Environmental offences,Dublin,2112
9704,2016Q2,Environmental offences,Galway,186
9705,2016Q2,Environmental offences,Kerry,73
9706,2016Q2,Environmental offences,Kildare,175
9707,2016Q2,Environmental offences,Kilkenny,58
9708,2016Q2,Environmental offences,Laois,99
9709,2016Q2,Environmental offences,Leitrim,47
9710,2016Q2,Environmental offences,Limerick,285
9711,2016Q2,Environmental offences,Longford,41
9712,2016Q2,Environmental offences,Louth,223
9713,2016Q2,Environmental offences,Mayo,76
9714,2016Q2,Environmental offences,Meath,141
9715,2016Q2,Environmental offences,Monaghan,68
9716,2016Q2,Environmental offences,Offaly,99
9717,2016Q2,Environmental offences,Roscommon,41
9718,2016Q2,Environmental offences,Sligo,47
9719,2016Q2,Environmental offences,Tipperary,114
9720,2016Q2,Environmental offences,Waterford,167
9721,2016Q2,Environmental offences,Westmeath,101
9722,2016Q2,Environmental offences,Wexford,178
9723,2016Q2,Environmental offences,Wicklow,129
9724,2016Q2,Miscellaneous offences,Carlow,394
9725,2016Q2,Miscellaneous offences,Cavan,311
9726,2016Q2,Miscellaneous offences,Clare,453
9727,2016Q2,Miscellaneous offences,Cork,2318
9728,2016Q2,Miscellaneous offences,Donegal,673
9729,2016Q2,Miscellaneous offences,Dublin,8152
9730,2016Q2,Miscellaneous offences,Galway,1111
9731,2016Q2,Miscellaneous offences,Kerry,830
9732,2016Q2,Miscellaneous offences,Kildare,453
9733,2016Q2,Miscellaneous offences,Kilkenny,394
9734,2016Q2,Miscellaneous offences,Laois,225
9735,2016Q2,Miscellaneous offences,Leitrim,245
9736,2016Q2,Miscellaneous offences,Limerick,1549
9737,2016Q2,Miscellaneous offences,Longford,130
9738,2016Q2,Miscellaneous offences,Louth,581
9739,2016Q2,Miscellaneous offences,Mayo,409
9740,2016Q2,Miscellaneous offences,Meath,393
9741,2016Q2,Miscellaneous offences,Monaghan,311
9742,2016Q2,Miscellaneous offences,Offaly,225
9743,2016Q2,Miscellaneous offences,Roscommon,130
9744,2016Q2,Miscellaneous offences,Sligo,245
9745,2016Q2,Miscellaneous offences,Tipperary,608
9746,2016Q2,Miscellaneous offences,Waterford,503
9747,2016Q2,Miscellaneous offences,Westmeath,459
9748,2016Q2,Miscellaneous offences,Wexford,487
9749,2016Q2,Miscellaneous offences,Wicklow,446
9750,2016Q2,Theft offences,Carlow,431
9751,2016Q2,Theft offences,Cavan,346
9752,2016Q2,Theft offences,Clare,581
9753,2016Q2,Theft offences,Cork,2689
9754,2016Q2,Theft offences,Donegal,473
9755,2016Q2,Theft offences,Dublin,20570
9756,2016Q2,Theft offences,Galway,1216
9757,2016Q2,Theft offences,Kerry,553
9758,2016Q2,Theft offences,Kildare,1618
9759,2016Q2,Theft offences,Kilkenny,431
9760,2016Q2,Theft offences,Laois,532
9761,2016Q2,Theft offences,Leitrim,221
9762,2016Q2,Theft offences,Limerick,1696
9763,2016Q2,Theft offences,Longford,226
9764,2016Q2,Theft offences,Louth,1277
9765,2016Q2,Theft offences,Mayo,452
9766,2016Q2,Theft offences,Meath,933
9767,2016Q2,Theft offences,Monaghan,346
9768,2016Q2,Theft offences,Offaly,532
9769,2016Q2,Theft offences,Roscommon,226
9770,2016Q2,Theft offences,Sligo,221
9771,2016Q2,Theft offences,Tipperary,935
9772,2016Q2,Theft offences,Waterford,1056
9773,2016Q2,Theft offences,Westmeath,600
9774,2016Q2,Theft offences,Wexford,858
9775,2016Q2,Theft offences,Wicklow,1212
9776,2016Q2,Traffic offences,Carlow,28
9777,2016Q2,Traffic offences,Cavan,46
9778,2016Q2,Traffic offences,Clare,46
9779,2016Q2,Traffic offences,Cork,201
9780,2016Q2,Traffic offences,Donegal,84
9781,2016Q2,Traffic offences,Dublin,386
9782,2016Q2,Traffic offences,Galway,106
9783,2016Q2,Traffic offences,Kerry,89
9784,2016Q2,Traffic offences,Kildare,73
9785,2016Q2,Traffic offences,Kilkenny,28
9786,2016Q2,Traffic offences,Laois,25
9787,2016Q2,Traffic offences,Leitrim,16
9788,2016Q2,Traffic offences,Limerick,100
9789,2016Q2,Traffic offences,Longford,15
9790,2016Q2,Traffic offences,Louth,55
9791,2016Q2,Traffic offences,Mayo,52
9792,2016Q2,Traffic offences,Meath,69
9793,2016Q2,Traffic offences,Monaghan,46
9794,2016Q2,Traffic offences,Offaly,25
9795,2016Q2,Traffic offences,Roscommon,15
9796,2016Q2,Traffic offences,Sligo,16
9797,2016Q2,Traffic offences,Tipperary,58
9798,2016Q2,Traffic offences,Waterford,52
9799,2016Q2,Traffic offences,Westmeath,53
9800,2016Q2,Traffic offences,Wexford,66
9801,2016Q2,Traffic offences,Wicklow,43
9802,2016Q2,Weapon offences,Carlow,12
9803,2016Q2,Weapon offences,Cavan,6
9804,2016Q2,Weapon offences,Clare,24
9805,2016Q2,Weapon offences,Cork,78
9806,2016Q2,Weapon offences,Donegal,28
9807,2016Q2,Weapon offences,Dublin,475
9808,2016Q2,Weapon offences,Galway,28
9809,2016Q2,Weapon offences,Kerry,16
9810,2016Q2,Weapon offences,Kildare,40
9811,2016Q2,Weapon offences,Kilkenny,12
9812,2016Q2,Weapon offences,Laois,15
9813,2016Q2,Weapon offences,Leitrim,6
9814,2016Q2,Weapon offences,Limerick,35
9815,2016Q2,Weapon offences,Longford,8
9816,2016Q2,Weapon offences,Louth,46
9817,2016Q2,Weapon offences,Mayo,2
9818,2016Q2,Weapon offences,Meath,15
9819,2016Q2,Weapon offences,Monaghan,6
9820,2016Q2,Weapon offences,Offaly,15
9821,2016Q2,Weapon offences,Roscommon,8
9822,2016Q2,Weapon offences,Sligo,6
9823,2016Q2,Weapon offences,Tipperary,22
9824,2016Q2,Weapon offences,Waterford,35
9825,2016Q2,Weapon offences,Westmeath,18
9826,2016Q2,Weapon offences,Wexford,16
9827,2016Q2,Weapon offences,Wicklow,12
9828,2016Q3,Crimes affecting personal safety,Carlow,259
9829,2016Q3,Crimes affecting personal safety,Cavan,305
9830,2016Q3,Crimes affecting personal safety,Clare,451
9831,2016Q3,Crimes affecting personal safety,Cork,1688
9832,2016Q3,Crimes affecting personal safety,Donegal,680
9833,2016Q3,Crimes affecting personal safety,Dublin,5791
9834,2016Q3,Crimes affecting personal safety,Galway,711
9835,2016Q3,Crimes affecting personal safety,Kerry,451
9836,2016Q3,Crimes affecting personal safety,Kildare,621
9837,2016Q3,Crimes affecting personal safety,Kilkenny,259
9838,2016Q3,Crimes affecting personal safety,Laois,270
9839,2016Q3,Crimes affecting personal safety,Leitrim,143
9840,2016Q3,Crimes affecting personal safety,Limerick,798
9841,2016Q3,Crimes affecting personal safety,Longford,157
9842,2016Q3,Crimes affecting personal safety,Louth,591
9843,2016Q3,Crimes affecting personal safety,Mayo,409
9844,2016Q3,Crimes affecting personal safety,Meath,513
9845,2016Q3,Crimes affecting personal safety,Monaghan,305
9846,2016Q3,Crimes affecting personal safety,Offaly,270
9847,2016Q3,Crimes affecting personal safety,Roscommon,157
9848,2016Q3,Crimes affecting personal safety,Sligo,143
9849,2016Q3,Crimes affecting personal safety,Tipperary,479
9850,2016Q3,Crimes affecting personal safety,Waterford,473
9851,2016Q3,Crimes affecting personal safety,Westmeath,329
9852,2016Q3,Crimes affecting personal safety,Wexford,520
9853,2016Q3,Crimes affecting personal safety,Wicklow,444
9854,2016Q3,Drug offences,Carlow,156
9855,2016Q3,Drug offences,Cavan,47
9856,2016Q3,Drug offences,Clare,132
9857,2016Q3,Drug offences,Cork,816
9858,2016Q3,Drug offences,Donegal,104
9859,2016Q3,Drug offences,Dublin,3544
9860,2016Q3,Drug offences,Galway,366
9861,2016Q3,Drug offences,Kerry,200
9862,2016Q3,Drug offences,Kildare,244
9863,2016Q3,Drug offences,Kilkenny,156
9864,2016Q3,Drug offences,Laois,310
9865,2016Q3,Drug offences,Leitrim,35
9866,2016Q3,Drug offences,Limerick,416
9867,2016Q3,Drug offences,Longford,55
9868,2016Q3,Drug offences,Louth,160
9869,2016Q3,Drug offences,Mayo,142
9870,2016Q3,Drug offences,Meath,166
9871,2016Q3,Drug offences,Monaghan,47
9872,2016Q3,Drug offences,Offaly,310
9873,2016Q3,Drug offences,Roscommon,55
9874,2016Q3,Drug offences,Sligo,35
9875,2016Q3,Drug offences,Tipperary,312
9876,2016Q3,Drug offences,Waterford,216
9877,2016Q3,Drug offences,Westmeath,162
9878,2016Q3,Drug offences,Wexford,192
9879,2016Q3,Drug offences,Wicklow,312
9880,2016Q3,Environmental offences,Carlow,68
9881,2016Q3,Environmental offences,Cavan,53
9882,2016Q3,Environmental offences,Clare,115
9883,2016Q3,Environmental offences,Cork,516
9884,2016Q3,Environmental offences,Donegal,179
9885,2016Q3,Environmental offences,Dublin,2170
9886,2016Q3,Environmental offences,Galway,188
9887,2016Q3,Environmental offences,Kerry,103
9888,2016Q3,Environmental offences,Kildare,172
9889,2016Q3,Environmental offences,Kilkenny,68
9890,2016Q3,Environmental offences,Laois,81
9891,2016Q3,Environmental offences,Leitrim,43
9892,2016Q3,Environmental offences,Limerick,273
9893,2016Q3,Environmental offences,Longford,47
9894,2016Q3,Environmental offences,Louth,189
9895,2016Q3,Environmental offences,Mayo,95
9896,2016Q3,Environmental offences,Meath,155
9897,2016Q3,Environmental offences,Monaghan,53
9898,2016Q3,Environmental offences,Offaly,81
9899,2016Q3,Environmental offences,Roscommon,47
9900,2016Q3,Environmental offences,Sligo,43
9901,2016Q3,Environmental offences,Tipperary,124
9902,2016Q3,Environmental offences,Waterford,171
9903,2016Q3,Environmental offences,Westmeath,82
9904,2016Q3,Environmental offences,Wexford,172
9905,2016Q3,Environmental offences,Wicklow,139
9906,2016Q3,Miscellaneous offences,Carlow,313
9907,2016Q3,Miscellaneous offences,Cavan,308
9908,2016Q3,Miscellaneous offences,Clare,604
9909,2016Q3,Miscellaneous offences,Cork,2240
9910,2016Q3,Miscellaneous offences,Donegal,714
9911,2016Q3,Miscellaneous offences,Dublin,8118
9912,2016Q3,Miscellaneous offences,Galway,1229
9913,2016Q3,Miscellaneous offences,Kerry,1012
9914,2016Q3,Miscellaneous offences,Kildare,430
9915,2016Q3,Miscellaneous offences,Kilkenny,313
9916,2016Q3,Miscellaneous offences,Laois,234
9917,2016Q3,Miscellaneous offences,Leitrim,226
9918,2016Q3,Miscellaneous offences,Limerick,1285
9919,2016Q3,Miscellaneous offences,Longford,149
9920,2016Q3,Miscellaneous offences,Louth,453
9921,2016Q3,Miscellaneous offences,Mayo,551
9922,2016Q3,Miscellaneous offences,Meath,413
9923,2016Q3,Miscellaneous offences,Monaghan,308
9924,2016Q3,Miscellaneous offences,Offaly,234
9925,2016Q3,Miscellaneous offences,Roscommon,149
9926,2016Q3,Miscellaneous offences,Sligo,226
9927,2016Q3,Miscellaneous offences,Tipperary,548
9928,2016Q3,Miscellaneous offences,Waterford,646
9929,2016Q3,Miscellaneous offences,Westmeath,456
9930,2016Q3,Miscellaneous offences,Wexford,416
9931,2016Q3,Miscellaneous offences,Wicklow,401
9932,2016Q3,Theft offences,Carlow,439
9933,2016Q3,Theft offences,Cavan,301
9934,2016Q3,Theft offences,Clare,518
9935,2016Q3,Theft offences,Cork,2694
9936,2016Q3,Theft offences,Donegal,501
9937,2016Q3,Theft offences,Dublin,22177
9938,2016Q3,Theft offences,Galway,1127
9939,2016Q3,Theft offences,Kerry,584
9940,2016Q3,Theft offences,Kildare,1466
9941,2016Q3,Theft offences,Kilkenny,439
9942,2016Q3,Theft offences,Laois,545
9943,2016Q3,Theft offences,Leitrim,254
9944,2016Q3,Theft offences,Limerick,1552
9945,2016Q3,Theft offences,Longford,289
9946,2016Q3,Theft offences,Louth,1401
9947,2016Q3,Theft offences,Mayo,536
9948,2016Q3,Theft offences,Meath,1180
9949,2016Q3,Theft offences,Monaghan,301
9950,2016Q3,Theft offences,Offaly,545
9951,2016Q3,Theft offences,Roscommon,289
9952,2016Q3,Theft offences,Sligo,254
9953,2016Q3,Theft offences,Tipperary,836
9954,2016Q3,Theft offences,Waterford,1185
9955,2016Q3,Theft offences,Westmeath,537
9956,2016Q3,Theft offences,Wexford,926
9957,2016Q3,Theft offences,Wicklow,1250
9958,2016Q3,Traffic offences,Carlow,32
9959,2016Q3,Traffic offences,Cavan,45
9960,2016Q3,Traffic offences,Clare,58
9961,2016Q3,Traffic offences,Cork,218
9962,2016Q3,Traffic offences,Donegal,114
9963,2016Q3,Traffic offences,Dublin,350
9964,2016Q3,Traffic offences,Galway,115
9965,2016Q3,Traffic offences,Kerry,63
9966,2016Q3,Traffic offences,Kildare,83
9967,2016Q3,Traffic offences,Kilkenny,32
9968,2016Q3,Traffic offences,Laois,25
9969,2016Q3,Traffic offences,Leitrim,19
9970,2016Q3,Traffic offences,Limerick,100
9971,2016Q3,Traffic offences,Longford,22
9972,2016Q3,Traffic offences,Louth,63
9973,2016Q3,Traffic offences,Mayo,48
9974,2016Q3,Traffic offences,Meath,72
9975,2016Q3,Traffic offences,Monaghan,45
9976,2016Q3,Traffic offences,Offaly,25
9977,2016Q3,Traffic offences,Roscommon,22
9978,2016Q3,Traffic offences,Sligo,19
9979,2016Q3,Traffic offences,Tipperary,71
9980,2016Q3,Traffic offences,Waterford,62
9981,2016Q3,Traffic offences,Westmeath,61
9982,2016Q3,Traffic offences,Wexford,62
9983,2016Q3,Traffic offences,Wicklow,47
9984,2016Q3,Weapon offences,Carlow,7
9985,2016Q3,Weapon offences,Cavan,6
9986,2016Q3,Weapon offences,Clare,18
9987,2016Q3,Weapon offences,Cork,65
9988,2016Q3,Weapon offences,Donegal,24
9989,2016Q3,Weapon offences,Dublin,407
9990,2016Q3,Weapon offences,Galway,42
9991,2016Q3,Weapon offences,Kerry,30
9992,2016Q3,Weapon offences,Kildare,31
9993,2016Q3,Weapon offences,Kilkenny,7
9994,2016Q3,Weapon offences,Laois,19
9995,2016Q3,Weapon offences,Leitrim,8
9996,2016Q3,Weapon offences,Limerick,75
9997,2016Q3,Weapon offences,Longford,5
9998,2016Q3,Weapon offences,Louth,40
9999,2016Q3,Weapon offences,Mayo,11
10000,2016Q3,Weapon offences,Meath,16
10001,2016Q3,Weapon offences,Monaghan,6
10002,2016Q3,Weapon offences,Offaly,19
10003,2016Q3,Weapon offences,Roscommon,5
10004,2016Q3,Weapon offences,Sligo,8
10005,2016Q3,Weapon offences,Tipperary,16
10006,2016Q3,Weapon offences,Waterford,36
10007,2016Q3,Weapon offences,Westmeath,14
10008,2016Q3,Weapon offences,Wexford,14
10009,2016Q3,Weapon offences,Wicklow,30
10010,2016Q4,Crimes affecting personal safety,Carlow,238
10011,2016Q4,Crimes affecting personal safety,Cavan,278
10012,2016Q4,Crimes affecting personal safety,Clare,294
10013,2016Q4,Crimes affecting personal safety,Cork,1879
10014,2016Q4,Crimes affecting personal safety,Donegal,632
10015,2016Q4,Crimes affecting personal safety,Dublin,6116
10016,2016Q4,Crimes affecting personal safety,Galway,741
10017,2016Q4,Crimes affecting personal safety,Kerry,428
10018,2016Q4,Crimes affecting personal safety,Kildare,650
10019,2016Q4,Crimes affecting personal safety,Kilkenny,238
10020,2016Q4,Crimes affecting personal safety,Laois,320
10021,2016Q4,Crimes affecting personal safety,Leitrim,141
10022,2016Q4,Crimes affecting personal safety,Limerick,845
10023,2016Q4,Crimes affecting personal safety,Longford,141
10024,2016Q4,Crimes affecting personal safety,Louth,514
10025,2016Q4,Crimes affecting personal safety,Mayo,316
10026,2016Q4,Crimes affecting personal safety,Meath,451
10027,2016Q4,Crimes affecting personal safety,Monaghan,278
10028,2016Q4,Crimes affecting personal safety,Offaly,320
10029,2016Q4,Crimes affecting personal safety,Roscommon,141
10030,2016Q4,Crimes affecting personal safety,Sligo,141
10031,2016Q4,Crimes affecting personal safety,Tipperary,435
10032,2016Q4,Crimes affecting personal safety,Waterford,568
10033,2016Q4,Crimes affecting personal safety,Westmeath,332
10034,2016Q4,Crimes affecting personal safety,Wexford,498
10035,2016Q4,Crimes affecting personal safety,Wicklow,479
10036,2016Q4,Drug offences,Carlow,138
10037,2016Q4,Drug offences,Cavan,81
10038,2016Q4,Drug offences,Clare,188
10039,2016Q4,Drug offences,Cork,798
10040,2016Q4,Drug offences,Donegal,95
10041,2016Q4,Drug offences,Dublin,2710
10042,2016Q4,Drug offences,Galway,300
10043,2016Q4,Drug offences,Kerry,228
10044,2016Q4,Drug offences,Kildare,308
10045,2016Q4,Drug offences,Kilkenny,138
10046,2016Q4,Drug offences,Laois,139
10047,2016Q4,Drug offences,Leitrim,55
10048,2016Q4,Drug offences,Limerick,470
10049,2016Q4,Drug offences,Longford,43
10050,2016Q4,Drug offences,Louth,156
10051,2016Q4,Drug offences,Mayo,96
10052,2016Q4,Drug offences,Meath,166
10053,2016Q4,Drug offences,Monaghan,81
10054,2016Q4,Drug offences,Offaly,139
10055,2016Q4,Drug offences,Roscommon,43
10056,2016Q4,Drug offences,Sligo,55
10057,2016Q4,Drug offences,Tipperary,245
10058,2016Q4,Drug offences,Waterford,239
10059,2016Q4,Drug offences,Westmeath,188
10060,2016Q4,Drug offences,Wexford,244
10061,2016Q4,Drug offences,Wicklow,330
10062,2016Q4,Environmental offences,Carlow,79
10063,2016Q4,Environmental offences,Cavan,64
10064,2016Q4,Environmental offences,Clare,104
10065,2016Q4,Environmental offences,Cork,536
10066,2016Q4,Environmental offences,Donegal,152
10067,2016Q4,Environmental offences,Dublin,2417
10068,2016Q4,Environmental offences,Galway,188
10069,2016Q4,Environmental offences,Kerry,96
10070,2016Q4,Environmental offences,Kildare,196
10071,2016Q4,Environmental offences,Kilkenny,79
10072,2016Q4,Environmental offences,Laois,91
10073,2016Q4,Environmental offences,Leitrim,42
10074,2016Q4,Environmental offences,Limerick,333
10075,2016Q4,Environmental offences,Longford,43
10076,2016Q4,Environmental offences,Louth,187
10077,2016Q4,Environmental offences,Mayo,98
10078,2016Q4,Environmental offences,Meath,147
10079,2016Q4,Environmental offences,Monaghan,64
10080,2016Q4,Environmental offences,Offaly,91
10081,2016Q4,Environmental offences,Roscommon,43
10082,2016Q4,Environmental offences,Sligo,42
10083,2016Q4,Environmental offences,Tipperary,125
10084,2016Q4,Environmental offences,Waterford,211
10085,2016Q4,Environmental offences,Westmeath,115
10086,2016Q4,Environmental offences,Wexford,174
10087,2016Q4,Environmental offences,Wicklow,193
10088,2016Q4,Miscellaneous offences,Carlow,320
10089,2016Q4,Miscellaneous offences,Cavan,334
10090,2016Q4,Miscellaneous offences,Clare,481
10091,2016Q4,Miscellaneous offences,Cork,2334
10092,2016Q4,Miscellaneous offences,Donegal,770
10093,2016Q4,Miscellaneous offences,Dublin,8410
10094,2016Q4,Miscellaneous offences,Galway,1218
10095,2016Q4,Miscellaneous offences,Kerry,798
10096,2016Q4,Miscellaneous offences,Kildare,554
10097,2016Q4,Miscellaneous offences,Kilkenny,320
10098,2016Q4,Miscellaneous offences,Laois,272
10099,2016Q4,Miscellaneous offences,Leitrim,134
10100,2016Q4,Miscellaneous offences,Limerick,1266
10101,2016Q4,Miscellaneous offences,Longford,151
10102,2016Q4,Miscellaneous offences,Louth,582
10103,2016Q4,Miscellaneous offences,Mayo,390
10104,2016Q4,Miscellaneous offences,Meath,354
10105,2016Q4,Miscellaneous offences,Monaghan,334
10106,2016Q4,Miscellaneous offences,Offaly,272
10107,2016Q4,Miscellaneous offences,Roscommon,151
10108,2016Q4,Miscellaneous offences,Sligo,134
10109,2016Q4,Miscellaneous offences,Tipperary,544
10110,2016Q4,Miscellaneous offences,Waterford,554
10111,2016Q4,Miscellaneous offences,Westmeath,554
10112,2016Q4,Miscellaneous offences,Wexford,453
10113,2016Q4,Miscellaneous offences,Wicklow,471
10114,2016Q4,Theft offences,Carlow,476
10115,2016Q4,Theft offences,Cavan,264
10116,2016Q4,Theft offences,Clare,623
10117,2016Q4,Theft offences,Cork,3018
10118,2016Q4,Theft offences,Donegal,564
10119,2016Q4,Theft offences,Dublin,23380
10120,2016Q4,Theft offences,Galway,1210
10121,2016Q4,Theft offences,Kerry,472
10122,2016Q4,Theft offences,Kildare,1724
10123,2016Q4,Theft offences,Kilkenny,476
10124,2016Q4,Theft offences,Laois,560
10125,2016Q4,Theft offences,Leitrim,234
10126,2016Q4,Theft offences,Limerick,1907
10127,2016Q4,Theft offences,Longford,263
10128,2016Q4,Theft offences,Louth,1242
10129,2016Q4,Theft offences,Mayo,471
10130,2016Q4,Theft offences,Meath,1168
10131,2016Q4,Theft offences,Monaghan,264
10132,2016Q4,Theft offences,Offaly,560
10133,2016Q4,Theft offences,Roscommon,263
10134,2016Q4,Theft offences,Sligo,234
10135,2016Q4,Theft offences,Tipperary,912
10136,2016Q4,Theft offences,Waterford,1120
10137,2016Q4,Theft offences,Westmeath,661
10138,2016Q4,Theft offences,Wexford,996
10139,2016Q4,Theft offences,Wicklow,1172
10140,2016Q4,Traffic offences,Carlow,28
10141,2016Q4,Traffic offences,Cavan,52
10142,2016Q4,Traffic offences,Clare,43
10143,2016Q4,Traffic offences,Cork,231
10144,2016Q4,Traffic offences,Donegal,87
10145,2016Q4,Traffic offences,Dublin,402
10146,2016Q4,Traffic offences,Galway,126
10147,2016Q4,Traffic offences,Kerry,66
10148,2016Q4,Traffic offences,Kildare,92
10149,2016Q4,Traffic offences,Kilkenny,28
10150,2016Q4,Traffic offences,Laois,42
10151,2016Q4,Traffic offences,Leitrim,21
10152,2016Q4,Traffic offences,Limerick,114
10153,2016Q4,Traffic offences,Longford,24
10154,2016Q4,Traffic offences,Louth,49
10155,2016Q4,Traffic offences,Mayo,38
10156,2016Q4,Traffic offences,Meath,76
10157,2016Q4,Traffic offences,Monaghan,52
10158,2016Q4,Traffic offences,Offaly,42
10159,2016Q4,Traffic offences,Roscommon,24
10160,2016Q4,Traffic offences,Sligo,21
10161,2016Q4,Traffic offences,Tipperary,98
10162,2016Q4,Traffic offences,Waterford,76
10163,2016Q4,Traffic offences,Westmeath,68
10164,2016Q4,Traffic offences,Wexford,65
10165,2016Q4,Traffic offences,Wicklow,46
10166,2016Q4,Weapon offences,Carlow,14
10167,2016Q4,Weapon offences,Cavan,27
10168,2016Q4,Weapon offences,Clare,36
10169,2016Q4,Weapon offences,Cork,74
10170,2016Q4,Weapon offences,Donegal,30
10171,2016Q4,Weapon offences,Dublin,523
10172,2016Q4,Weapon offences,Galway,46
10173,2016Q4,Weapon offences,Kerry,21
10174,2016Q4,Weapon offences,Kildare,40
10175,2016Q4,Weapon offences,Kilkenny,14
10176,2016Q4,Weapon offences,Laois,28
10177,2016Q4,Weapon offences,Leitrim,15
10178,2016Q4,Weapon offences,Limerick,74
10179,2016Q4,Weapon offences,Longford,17
10180,2016Q4,Weapon offences,Louth,42
10181,2016Q4,Weapon offences,Mayo,28
10182,2016Q4,Weapon offences,Meath,42
10183,2016Q4,Weapon offences,Monaghan,27
10184,2016Q4,Weapon offences,Offaly,28
10185,2016Q4,Weapon offences,Roscommon,17
10186,2016Q4,Weapon offences,Sligo,15
10187,2016Q4,Weapon offences,Tipperary,16
10188,2016Q4,Weapon offences,Waterford,48
10189,2016Q4,Weapon offences,Westmeath,24
10190,2016Q4,Weapon offences,Wexford,18
10191,2016Q4,Weapon offences,Wicklow,36
10192,2017Q1,Crimes affecting personal safety,Carlow,238
10193,2017Q1,Crimes affecting personal safety,Cavan,263
10194,2017Q1,Crimes affecting personal safety,Clare,318
10195,2017Q1,Crimes affecting personal safety,Cork,1900
10196,2017Q1,Crimes affecting personal safety,Donegal,626
10197,2017Q1,Crimes affecting personal safety,Dublin,5995
10198,2017Q1,Crimes affecting personal safety,Galway,731
10199,2017Q1,Crimes affecting personal safety,Kerry,375
10200,2017Q1,Crimes affecting personal safety,Kildare,677
10201,2017Q1,Crimes affecting personal safety,Kilkenny,238
10202,2017Q1,Crimes affecting personal safety,Laois,310
10203,2017Q1,Crimes affecting personal safety,Leitrim,146
10204,2017Q1,Crimes affecting personal safety,Limerick,929
10205,2017Q1,Crimes affecting personal safety,Longford,137
10206,2017Q1,Crimes affecting personal safety,Louth,540
10207,2017Q1,Crimes affecting personal safety,Mayo,337
10208,2017Q1,Crimes affecting personal safety,Meath,486
10209,2017Q1,Crimes affecting personal safety,Monaghan,263
10210,2017Q1,Crimes affecting personal safety,Offaly,310
10211,2017Q1,Crimes affecting personal safety,Roscommon,137
10212,2017Q1,Crimes affecting personal safety,Sligo,146
10213,2017Q1,Crimes affecting personal safety,Tipperary,527
10214,2017Q1,Crimes affecting personal safety,Waterford,535
10215,2017Q1,Crimes affecting personal safety,Westmeath,332
10216,2017Q1,Crimes affecting personal safety,Wexford,493
10217,2017Q1,Crimes affecting personal safety,Wicklow,476
10218,2017Q1,Drug offences,Carlow,105
10219,2017Q1,Drug offences,Cavan,54
10220,2017Q1,Drug offences,Clare,175
10221,2017Q1,Drug offences,Cork,860
10222,2017Q1,Drug offences,Donegal,172
10223,2017Q1,Drug offences,Dublin,3010
10224,2017Q1,Drug offences,Galway,332
10225,2017Q1,Drug offences,Kerry,269
10226,2017Q1,Drug offences,Kildare,314
10227,2017Q1,Drug offences,Kilkenny,105
10228,2017Q1,Drug offences,Laois,114
10229,2017Q1,Drug offences,Leitrim,75
10230,2017Q1,Drug offences,Limerick,416
10231,2017Q1,Drug offences,Longford,43
10232,2017Q1,Drug offences,Louth,302
10233,2017Q1,Drug offences,Mayo,90
10234,2017Q1,Drug offences,Meath,130
10235,2017Q1,Drug offences,Monaghan,54
10236,2017Q1,Drug offences,Offaly,114
